Especie,Longitud,Latitud
Patagona gigas,-70.96309700000,-33.25203900000
Patagona gigas,-70.95806800000,-30.06169200000
Patagona gigas,-70.95792500000,-30.69512800000
Patagona gigas,-70.95760300000,-33.95816900000
Patagona gigas,-70.95289300000,-34.16382000000
Patagona gigas,-70.95097300000,-33.00245500000
Patagona gigas,-70.94808300000,-33.25934000000
Patagona gigas,-70.94763300000,-29.98019100000
Patagona gigas,-70.94745300000,-33.27587900000
Patagona gigas,-70.94249700000,-33.87896700000
Patagona gigas,-70.94003300000,-33.48089100000
Patagona gigas,-70.93940700000,-33.20824400000
Patagona gigas,-70.93734700000,-33.47555400000
Patagona gigas,-70.93652800000,-33.21186400000
Patagona gigas,-70.93415300000,-33.87307100000
Patagona gigas,-70.93254100000,-33.18669700000
Patagona gigas,-70.93188600000,-33.82687900000
Patagona gigas,-70.93002000000,-33.10347800000
Patagona gigas,-70.92979400000,-33.53381100000
Patagona gigas,-70.92868500000,-33.26158500000
Patagona gigas,-70.92458500000,-33.33133500000
Patagona gigas,-70.92249900000,-33.86970300000
Patagona gigas,-70.92183300000,-33.72044900000
Patagona gigas,-70.92141500000,-33.67020700000
Patagona gigas,-70.91861900000,-31.18319500000
Patagona gigas,-70.91736000000,-33.52004900000
Patagona gigas,-70.91674800000,-33.84760800000
Patagona gigas,-70.91600800000,-33.83225600000
Patagona gigas,-70.91080100000,-29.88996000000
Patagona gigas,-70.91052500000,-33.24708600000
Patagona gigas,-70.90618000000,-33.88343800000
Patagona gigas,-70.89872400000,-30.41063400000
Patagona gigas,-70.89565200000,-33.59623400000
Patagona gigas,-70.89173900000,-32.53851500000
Patagona gigas,-70.88712600000,-30.40378300000
Patagona gigas,-70.88709900000,-30.40377600000
Patagona gigas,-70.87434800000,-32.85210600000
Patagona gigas,-70.87218800000,-29.99380900000
Patagona gigas,-70.87097300000,-30.32127400000
Patagona gigas,-70.86003300000,-29.99569200000
Patagona gigas,-70.85136600000,-34.65095400000
Patagona gigas,-70.84641200000,-33.87772900000
Patagona gigas,-70.84523500000,-33.08303000000
Patagona gigas,-70.84143100000,-29.99945000000
Patagona gigas,-70.83240800000,-32.54043300000
Patagona gigas,-70.83096800000,-30.70628800000
Patagona gigas,-70.83046700000,-33.49527600000
Patagona gigas,-70.82900700000,-29.83311500000
Patagona gigas,-70.82814500000,-35.80022500000
Patagona gigas,-70.82791300000,-33.20644300000
Patagona gigas,-70.82758100000,-34.74097800000
Patagona gigas,-70.82698000000,-33.49835300000
Patagona gigas,-70.81794300000,-30.78298600000
Patagona gigas,-70.81306500000,-33.20766900000
Patagona gigas,-70.81234900000,-35.00105600000
Patagona gigas,-70.81208000000,-30.01710300000
Patagona gigas,-70.80988900000,-32.67359900000
Patagona gigas,-70.80435300000,-33.28530200000
Patagona gigas,-70.79967500000,-32.76605800000
Patagona gigas,-70.79791300000,-32.10853700000
Patagona gigas,-70.79549100000,-32.12791500000
Patagona gigas,-70.79415000000,-34.63341300000
Patagona gigas,-70.78920400000,-33.20494000000
Patagona gigas,-70.78280400000,-34.74463200000
Patagona gigas,-70.77025600000,-30.85423200000
Patagona gigas,-70.75110000000,-28.58390000000
Patagona gigas,-70.75053100000,-28.58425100000
Patagona gigas,-70.74772900000,-33.61762400000
Patagona gigas,-70.74305800000,-32.33426000000
Patagona gigas,-70.73856300000,-30.32906400000
Patagona gigas,-70.73244500000,-29.76657500000
Patagona gigas,-70.72583300000,-30.02527800000
Patagona gigas,-70.71920900000,-32.98894000000
Patagona gigas,-70.71464700000,-33.61034700000
Patagona gigas,-70.71355500000,-30.29295100000
Patagona gigas,-70.71285700000,-30.03395300000
Patagona gigas,-70.71263600000,-30.03380300000
Patagona gigas,-70.71188100000,-33.13081300000
Patagona gigas,-70.71082900000,-30.03474500000
Patagona gigas,-70.71032500000,-30.03514300000
